time,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
03-28 12:00,-4.9388624000000005,-4.694513283333333,-4.758279516666667,-4.828966516666667,-4.893782633333333,-4.659145816666666,-4.733824333333333,-4.817315783333333,-4.89517845,-4.660735133333334,-4.732762716666667,-4.821373066666666,-4.8988564,-4.6592233,-4.72755735,-4.7992460333333335,-4.865521333333334,-4.634119549999999,-4.701762766666667,-4.786387866666667,-4.862382866666667,-4.621936716666666,-4.703952916666666,-4.789829566666667,-4.862879166666667,-4.631862466666666,-4.687999866666667,-4.7611279333333325,-4.836531316666666,-4.5938270999999995,-4.679089916666666
03-29 12:00,-4.638856283333333,-4.393078283333334,-4.459607616666667,-4.52864495,-4.5921981,-4.360588333333333,-4.432618733333333,-4.5169954,-4.5958746,-4.359433716666667,-4.433884666666667,-4.5217149,-4.597263783333333,-4.361451083333334,-4.427458066666667,-4.499274633333333,-4.5669887,-4.333298983333333,-4.402986033333334,-4.48748315,-4.561034633333334,-4.32403485,-4.404190816666667,-4.489396283333334,-4.564460816666666,-4.331822616666667,-4.3893003,-4.46320385,-4.535575116666666,-4.296114616666667,-4.380394866666666
03-30 12:00,-4.339686066666667,-4.093108066666667,-4.162280883333334,-4.22924475,-4.291898016666667,-4.0632953999999994,-4.132523133333334,-4.218113683333333,-4.2975118,-4.0595014166666665,-4.136474866666666,-4.22296955,-4.296913216666667,-4.065057383333333,-4.128414683333333,-4.2007707666666665,-4.269469633333333,-4.033784649999999,-4.105728616666666,-4.1895434499999995,-4.2608799,-4.027620766666667,-4.105484566666666,-4.190381983333333,-4.2671809,-4.033002066666667,-4.092180033333333,-4.166345883333333,-4.235718483333334,-4.0000172166666665,-4.082728983333333
03-31 12:00,-4.0416400999999995,-3.7949890833333333,-3.8665608833333334,-3.931109466666667,-3.9932486666666667,-3.7675173833333333,-3.833916883333333,-3.9209872166666666,-4.000360416666667,-3.7613390333333334,-3.8408027166666665,-3.9254563166666667,-3.9981885666666668,-3.7702804,-3.8308007500000003,-3.9040702666666665,-3.9732236,-3.7359795333333334,-3.8102693666666667,-3.8928694833333335,-3.9623073,-3.732944483333333,-3.80819055,-3.89314085,-3.9712951,-3.7357899666666667,-3.7969387833333332,-3.8708339,-3.9373597499999997,-3.7057933166666666,-3.7864290666666665
04-01 12:00,-3.7450133833333337,-3.4990911833333334,-3.5727085333333335,-3.6345856833333334,-3.696606,-3.4735109166666667,-3.5371760666666665,-3.625922666666667,-3.7046935333333333,-3.4653364333333334,-3.5471329666666667,-3.6295002999999997,-3.7014651666666665,-3.4773602,-3.5349889833333332,-3.6094977,-3.6785119166666664,-3.4402798166666666,-3.516881466666667,-3.597766516666667,-3.6656985333333334,-3.440252516666667,-3.5126664499999998,-3.5980189,-3.6770564333333335,-3.440574916666667,-3.5038671,-3.5769487,-3.6408955333333335,-3.413692783333333,-3.4918371500000003
04-02 12:00,-3.4501114166666667,-3.205764633333333,-3.2809861,-3.3400228,-3.4023118,-3.181543566666667,-3.24267095,-3.33321625,-3.410791316666667,-3.1718678666666666,-3.2557280166666667,-3.3354331000000004,-3.4071055666666665,-3.1865442833333333,-3.241348566666667,-3.3173646,-3.3856019833333333,-3.147069033333333,-3.2258344833333337,-3.3045463500000003,-3.371423833333333,-3.1497926333333335,-3.2192692333333333,-3.305350983333333,-3.38471955,-3.1477402666666667,-3.213248166666667,-3.2849747166666665,-3.346715183333333,-3.1239611999999997,-3.199298333333333
04-03 12:00,-3.1572529333333335,-2.91533825,-2.991658633333333,-3.0477729166666667,-3.11069035,-2.891896533333333,-2.9507642666666665,-3.0431529333333334,-3.1189450166666663,-2.8812884166666666,-2.9668489166666663,-3.0435938166666667,-3.115454966666667,-2.89809175,-2.9502436166666666,-3.0279679,-3.0947715666666666,-2.8567142166666666,-2.9373951166666665,-3.0135295166666665,-3.0798375333333334,-2.86181765,-2.928353233333333,-3.0154581333333335,-3.0945457,-2.857659683333333,-2.9253587666666667,-2.995203666666667,-3.0551955166666667,-2.8368436833333335,-2.9091594166666668
04-04 12:00,-2.8667719166666665,-2.6281195,-2.704994483333333,-2.7581908166666667,-2.8220458166666664,-2.6048658166666665,-2.661810533333333,-2.7560056166666667,-2.8294602,-2.5939324666666668,-2.6807558333333334,-2.7543294166666663,-2.82683805,-2.612275683333333,-2.662032533333333,-2.7415881,-2.806312333333333,-2.5695635666666665,-2.651827133333333,-2.725046933333333,-2.7912753166666664,-2.5765884166666666,-2.6402699666666667,-2.72864475,-2.8068067166666664,-2.5706943333333334,-2.6404690333333334,-2.7079378333333333,-2.7666962500000003,-2.552588083333333,-2.621768416666667
04-05 12:00,-2.5790178833333335,-2.3443960833333337,-2.4212650666666664,-2.4716334833333335,-2.5366614833333334,-2.3207607833333332,-2.3761558500000004,-2.472034616666667,-2.542658783333333,-2.3101134,-2.3977078166666668,-2.467995016666667,-2.5415564833333333,-2.329383433333333,-2.377068133333333,-2.4584888,-2.5205318,-2.2859455166666667,-2.3693907166666666,-2.439441066666667,-2.5060517666666664,-2.294375233333333,-2.355367983333333,-2.445196783333333,-2.521788,-2.2871909833333333,-2.35884215,-2.4234929833333334,-2.481556916666667,-2.2714467666666667,-2.3374743166666665
04-06 12:00,-2.29435375,-2.0644384,-2.14074455,-2.188459133333333,-2.2548000833333335,-2.0399017833333333,-2.094137866666667,-2.191487616666667,-2.2588786833333336,-2.0301248666666667,-2.1179623333333333,-2.1849524,-2.259888783333333,-2.049715133333333,-2.0956977,-2.1789167333333332,-2.2377538333333336,-2.006169416666667,-2.09034165,-2.1570653833333333,-2.2244602166666665,-2.0154578833333336,-2.0739932166666666,-2.1653808666666667,-2.2397898166666668,-2.0074816,-2.08073325,-2.14219975,-2.2000948833333336,-1.9936775666666666,-2.0566270666666666
04-07 12:00,-2.0131518166666664,-1.7885027333333334,-1.8637095666666668,-1.9090251166666665,-1.9767054166666667,-1.76261645,-1.8160856,-1.9146010166666667,-1.9784717666666665,-1.7542433333333334,-1.8417754833333333,-1.9055678,-1.9820909666666668,-1.7735808833333333,-1.8182628333333333,-1.90310345,-1.9583169166666667,-1.7305271333333332,-1.8149309500000002,-1.8782821166666668,-1.9467733166666668,-1.7401241333333333,-1.7964888833333332,-1.8894447666666667,-1.9611264666666666,-1.7318832499999999,-1.80638905,-1.8644033,-1.9226050166666666,-1.7195436166666667,-1.7795774166666667
04-08 12:00,-1.7357875833333334,-1.5168350166666669,-1.590439,-1.6336848166666667,-1.7026055666666666,-1.4892358833333332,-1.5423188166666668,-1.6416023,-1.7017993666666666,-1.4827309166666667,-1.5694024,-1.6302080833333332,-1.7083994500000002,-1.5012973666666667,-1.5450986166666667,-1.6312680499999999,-1.6825708000000001,-1.4592952,-1.5434053333333333,-1.6034583,-1.6732452166666667,-1.4686681,-1.5231947333333333,-1.6176189666666665,-1.6861241666666666,-1.4606990499999999,-1.5360477666666665,-1.5904606000000001,-1.6493610166666668,-1.4493128333333334,-1.5066759333333333
04-09 12:00,-1.4626331333333333,-1.2496735166666668,-1.32121485,-1.36278415,-1.4327168000000001,-1.2200909333333334,-1.2731466333333332,-1.3727134166666666,-1.4292265833333333,-1.2158385333333332,-1.3010988833333335,-1.35923615,-1.4390346333333333,-1.23318435,-1.27653155,-1.3636213499999998,-1.4108718333333334,-1.1927373166666666,-1.2760086166666667,-1.3329603166666668,-1.4041144333333333,-1.2013880000000001,-1.25444555,-1.3501196666666668,-1.4151173333333333,-1.1942187666666666,-1.2699405666666665,-1.3207354833333333,-1.3806178333333332,-1.1832570999999998,-1.23827095
04-10 12:00,-1.1940507166666667,-0.9872511,-1.0563230333333333,-1.0966574,-1.1672488833333332,-0.9555092666666667,-1.0088654333333333,-1.1081554666666666,-1.1611163,-0.9538078833333333,-1.0371234666666667,-1.09300585,-1.1742058833333333,-0.9695619166666667,-1.01287685,-1.1003711333333333,-1.1435771666666668,-0.9311061666666667,-1.0129844166666666,-1.0671478333333333,-1.1396073833333333,-0.9385843833333334,-0.9905683333333334,-1.08715325,-1.1484441833333332,-0.9327197666666667,-1.0082939499999999,-1.0555926333333334,-1.1166148166666665,-0.9216517166666667,-0.9747057166666667
04-11 12:00,-0.9303871333333333,-0.7297966,-0.7960548000000001,-0.8356233333333333,-0.9064104000000001,-0.6958132833333334,-0.74975665,-0.8481535833333333,-0.8978234,-0.6968732166666667,-0.7777403166666667,-0.8318570333333334,-0.9141166166666667,-0.7107481,-0.7544348166666667,-0.8417275,-0.8810396666666667,-0.6746446333333334,-0.7545793833333333,-0.8063681833333334,-0.87994205,-0.6805588,-0.7318790833333334,-0.8289218166666666,-0.88644225,-0.6764669,-0.7513333166666667,-0.7953913,-0.8575793333333334,-0.66477535,-0.71631455
04-12 12:00,-0.6719701666666666,-0.4775350666666667,-0.5407078333333334,-0.5799817666666667,-0.6504141666666666,-0.4413193,-0.4960843166666667,-0.5929414000000001,-0.6396901333333334,-0.44526160000000004,-0.5232222,-0.57611095,-0.6589692166666666,-0.45705795,-0.50148735,-0.5879085333333334,-0.6236028,-0.42358618333333337,-0.5010468833333334,-0.5509514000000001,-0.6253313333333334,-0.42761295000000005,-0.47867873333333333,-0.5756292166666667,-0.6294443833333333,-0.4257123666666667,-0.49928715,-0.5404792,-0.6037300166666667,-0.41291041666666667,-0.46341828333333335
04-13 12:00,-0.4191061166666667,-0.23068755,-0.29058700000000004,-0.33001095,-0.3994810833333334,-0.19233738333333333,-0.24809321666666667,-0.34276463333333335,-0.3870426166666666,-0.19919266666666668,-0.2738527666666667,-0.32606681666666665,-0.4089691666666667,-0.20880305000000002,-0.25429483333333336,-0.33914408333333335,-0.3715972666666667,-0.17815465000000003,-0.25265048333333334,-0.3012067333333333,-0.37598586666666667,-0.1800485,-0.23124951666666668,-0.3274865833333333,-0.3777757166666667,-0.18069481666666667,-0.2523915,-0.29118778333333334,-0.35527948333333337,-0.16634373333333335,-0.21631988333333335
04-14 12:00,-0.17207888333333335,0.010529750000000001,-0.046003800000000004,-0.0859662,-0.15384185,0.050828483333333334,-0.006007766666666667,-0.09788285,-0.14018861666666668,0.041122149999999996,-0.02992775,-0.08199933333333333,-0.16432773333333334,0.033708350000000005,-0.013093866666666667,-0.09567845,-0.12533858333333334,0.06143663333333334,-0.009666416666666667,-0.0574205,-0.13211608333333333,0.061833016666666664,0.010147916666666668,-0.0847164,-0.13175156666666668,0.05836156666666667,-0.0108938,-0.047828466666666666,-0.11243586666666668,0.07463265000000001,0.024699433333333333
04-15 12:00,0.06884953333333334,0.24590571666666666,0.19272565,0.15192015,0.08626273333333333,0.28788006666666666,0.22996818333333333,0.14143041666666667,0.10058365,0.27548035,0.20824591666666667,0.15584198333333335,0.07473668333333333,0.27017131666666666,0.22190325,0.14222948333333332,0.11487405,0.29498535000000004,0.22761538333333334,0.1801450666666667,0.10606671666666667,0.29773045000000004,0.24527625,0.152446,0.10832363333333334,0.29124805,0.22494465,0.18931006666666667,0.12459611666666667,0.30972144999999995,0.25938326666666667
04-16 12:00,0.30343735,0.47523424999999997,0.42528398333333334,0.3834375666666666,0.3205837,0.51852535,0.45965025,0.37489001666666666,0.33500531666666666,0.5036883166666667,0.44035271666666664,0.38723226666666666,0.30799895,0.5002845833333333,0.4505076666666667,0.37430801666666663,0.3487578333333333,0.52230035,0.45889265,0.41125093333333335,0.33835011666666664,0.5273437833333333,0.47392215,0.3837528666666667,0.34215665,0.5177716166666666,0.4548479166666667,0.4199629166666667,0.35561525,0.5386210333333333,0.48750136666666666
04-17 12:00,0.5314603999999999,0.6983132333333334,0.65135725,0.6083953333333334,0.5488662166666667,0.7424796833333333,0.6828707833333334,0.6022027833333333,0.5628260166666668,0.7255605,0.6660734833333334,0.6119688333333334,0.5352282833333334,0.7237521,0.6725516333333333,0.6002760833333334,0.57604625,0.7432007666666667,0.6838545666666668,0.6356796,0.5645208666666667,0.7503759833333333,0.6958954166666668,0.6089465000000001,0.5694655666666667,0.7377545,0.6785275166666668,0.6438885666666666,0.5804240166666667,0.7610273166666667,0.70884965
04-18 12:00,0.7527094000000001,0.9149424333333334,0.8706400166666667,0.8266190666666666,0.7708526833333333,0.9594678166666667,0.8994745500000001,0.8230722666666667,0.78381225,0.9409172333333333,0.8850911833333334,0.8298683666666666,0.7561900666666667,0.9402852333333332,0.8878843,0.8198475999999999,0.7964883166666666,0.9575141166666667,0.9021876,0.8532320999999999,0.78436535,0.9665353333333333,0.9110269166666666,0.8277627166666667,0.7899797666666667,0.9510321333333334,0.8956862999999999,0.8608670166666667,0.79882855,0.9766370833333333,0.9232485333333333
04-19 12:00,0.9669874,1.1249207333333333,1.0828402166666666,1.0379470166666667,0.9862852333333334,1.1692274,1.1093127666666667,1.0372039,0.9977459666666667,1.1495813833333335,1.0970969166666669,1.0407627166666666,0.9706472,1.1496062500000002,1.0963660333333332,1.0327363333333333,1.0098484166666666,1.1650731166666666,1.11358225,1.0637247333333333,0.9976697666666666,1.17553885,1.1191650166666667,1.03993485,1.0034403833333334,1.1574500333333333,1.1060242166666667,1.0706970333333332,1.0106386333333333,1.1851521333333332,1.1305398333333334
04-20 12:00,1.1741081166666667,1.3280429166666667,1.2876835500000001,1.2422256500000002,1.1949082333333334,1.3715124666666665,1.3122369166666668,1.2443095833333333,1.2044234833333334,1.3513743666666669,1.30179585,1.24449505,1.1783617333333334,1.35145275,1.2978616666666667,1.2386605333333334,1.2159060666666666,1.3657115,1.3177397166666667,1.2669858666666667,1.2042200166666668,1.3771160333333334,1.3201706666666666,1.2451980166666667,1.2096014333333334,1.3568591666666667,1.3092444666666667,1.273193,1.2156663666666667,1.3862839833333331,1.3305820833333333
04-21 12:00,1.3738951166666666,1.5240965166666667,1.484917,1.4393056999999998,1.3964697166666666,1.5660973833333334,1.5080924833333333,1.4441116,1.4036549833333334,1.5461117500000001,1.49891195,1.4409162833333333,1.3790952333333335,1.5455818333333333,1.49223395,1.4373466833333335,1.4144567,1.5592597333333333,1.5143775166666666,1.46285325,1.4038009166666667,1.5710129666666668,1.5139110833333334,1.4432923500000001,1.4082317000000002,1.5491108500000002,1.50505925,1.4681824166666668,1.4137243166666666,1.5797588500000002,1.52324525
04-22 12:00,1.5661819333333333,1.7128595333333334,1.6743113,1.6290385333333333,1.5907220833333333,1.7527800166666667,1.69671495,1.63634535,1.5952647833333333,1.7335993333333335,1.6881922166666667,1.6298823,1.5726093,1.7317745,1.6793377166666665,1.6285319833333332,1.6053123333333335,1.7455407166666668,1.7032337166666667,1.65117235,1.5961950666666667,1.7569960833333333,1.7002536,1.6339656666666669,1.5991168333333334,1.7340516833333333,1.69319475,1.6555038833333335,1.6046230666666665,1.7653223500000002,1.7084049666666667
04-23 12:00,1.7508127,1.8940994166666667,1.8556625666666666,1.8112744333333335,1.7774222,1.9313838166666666,1.8779277833333334,1.8207613,1.7790921,1.91363055,1.8694096333333334,1.8112524,1.7586652333333332,1.9098385,1.85901665,1.8119661666666667,1.7883031,1.9243664833333334,1.8840696333333333,1.8317953666666669,1.7811817,1.9348552,1.8790606166666668,1.8169747666666667,1.782062,1.9115192833333334,1.8733947666666666,1.8350063666666665,1.78816815,1.9427435666666668,1.88593765
04-24 12:00,1.9276430666666668,2.0675746999999998,2.0287925666666666,1.9858615,1.9563315333333333,2.101759266666667,2.05154285,1.9971256,1.9549918166666667,2.085985866666667,2.0423647166666665,1.9848882666666665,1.9370242333333332,2.0796103500000003,2.031102316666667,1.9874118833333334,1.9632780666666667,2.0955367166666665,2.0566718166666664,2.004581266666667,1.9585359166666667,2.10440565,2.05018665,1.9920859,1.9568940333333333,2.0813398833333334,2.045423716666667,2.0065489666666667,1.9641575333333334,2.11181815,2.05571675
04-25 12:00,2.0965406333333334,2.2330387666666667,2.193547383333333,2.1526461500000003,2.127216183333333,2.2637835166666664,2.2173626,2.1652207333333333,2.1228353,2.250434816666667,2.2068852000000003,2.1506541833333332,2.1074479166666666,2.24095545,2.1954154666666668,2.1546447166666667,2.1301058166666667,2.2588391666666667,2.22085225,2.169396266666667,2.128028716666667,2.2654894,2.213478016666667,2.159074683333333,2.1234630833333332,2.2433276333333336,2.209068283333333,2.170001566666667,2.1323800833333335,2.2723701000000003,2.217610866666667
04-26 12:00,2.2573849166666666,2.3902456333333335,2.34979555,2.3114739666666666,2.2898478333333334,2.41735875,2.3751837833333336,2.3248452666666664,2.2825097833333334,2.4067405500000003,2.362824183333333,2.3084170166666667,2.26969975,2.3937666666666666,2.351769083333333,2.3134530166666667,2.2886742333333334,2.4140525999999998,2.37644735,2.3261142333333336,2.28942875,2.4179747666666667,2.3687738333333335,2.31772555,2.2816436,2.397286366666667,2.3641381666666663,2.3252456833333333,2.2926157166666665,2.4242521,2.371483683333333
04-27 12:00,2.4100656333333332,2.5389564333333334,2.4974246333333334,2.4621906666666664,2.44400535,2.56240835,2.5248017666666667,2.475814,2.43391725,2.55466565,2.510057033333333,2.4580465166666667,2.4235474166666666,2.5379610666666665,2.4999722833333333,2.4636384000000002,2.438888833333333,2.5609515333333333,2.52331575,2.4746169833333336,2.4425050166666664,2.56175485,2.5159089,2.467832033333333,2.4313338333333334,2.543013033333333,2.5104654833333333,2.472174566666667,2.4446379166666667,2.5673440333333333,2.5171948333333334
04-28 12:00,2.5544800666666663,2.6789454666666668,2.6363382333333334,2.6046431166666664,2.58947745,2.6988711,2.6660151,2.617958483333333,2.5769713166666666,2.69397865,2.64847785,2.5994151000000003,2.5687662166666665,2.6734750999999997,2.6398346333333333,2.60501655,2.5806698166666666,2.6993125,2.6613354666666664,2.6147932666666667,2.5870314333333337,2.6967448166666665,2.65471645,2.6091972833333332,2.5724538666666663,2.680302333333333,2.64790335,2.61069285,2.5882178666666666,2.7015501666666664,2.6546016499999996
04-29 12:00,2.690529583333333,2.81000535,2.7664526166666668,2.7386795333333334,2.7260660666666667,2.82669365,2.798629366666667,2.75112795,2.7115930333333336,2.8244601,2.77799625,2.7323967166666665,2.7051432833333333,2.8002585166666667,2.771170183333333,2.7374191166666666,2.7139478,2.828920066666667,2.7904012166666665,2.7465372500000003,2.722791383333333,2.8228780666666666,2.7850312833333333,2.74163605,2.704941666666667,2.8089521166666667,2.7763243666666666,2.7407145666666666,2.72312995,2.8267955999999996,2.7835613166666664
04-30 12:00,2.8181149666666667,2.9319508499999998,2.887694183333333,2.8641496500000003,2.85359045,2.9458232,2.9224604333333333,2.875190716666667,2.8377060666666667,2.9459074999999997,2.8985346333333335,2.8568653,2.8324820666666666,2.9182676333333335,2.893800816666667,2.8606962333333334,2.838658533333333,2.9495726166666665,2.910422216666667,2.869745883333333,2.849582783333333,2.9401014500000002,2.9066927333333337,2.864977383333333,2.828747116666667,2.9287682166666666,2.89561915,2.8621603500000004,2.8491577500000003,2.9430217499999998,2.9039322333333333
05-01 12:00,2.9371324000000003,3.044621966666667,2.999997583333333,2.9809040666666666,2.971891333333333,3.05620175,3.0373362166666666,2.9900361833333333,2.95523145,3.0581397999999997,3.010026516666667,2.972692883333333,2.95060725,3.02745915,3.0075583333333333,2.9747194833333332,2.95473725,3.0610865833333336,3.021320916666667,2.9843158333333335,2.96722225,3.0483703833333333,3.019546366666667,2.979068466666667,2.943825166666667,3.0395686166666667,3.00569555,2.9749533666666665,2.9660994333333335,3.050182233333333,3.015575333333333
05-02 12:00,3.0474697666666666,3.1478861,3.1033049,3.08879425,3.0808346166666665,3.1577628833333335,3.143097733333333,3.0955764,3.0640832333333337,3.1610006833333335,3.112415916666667,3.079747783333333,3.0593688666666665,3.127786066666667,3.1122853833333335,3.0793847833333334,3.062113666666667,3.1632995833333335,3.1230328,3.09014005,3.0755490666666665,3.1476446666666664,3.1234452,3.083778383333333,3.05012875,3.1411866166666664,3.1064785833333333,3.0790150333333335,3.0737729333333332,3.1482394166666667,3.1183546000000004
05-03 12:00,3.1490044999999998,3.2416389666666663,3.197565416666667,3.187672483333333,3.1803144,3.2504315333333333,3.239599,3.1917479166666665,3.1641653666666665,3.254360966666667,3.2056575,3.17789345,3.158645733333333,3.2191952833333333,3.2078357166666667,3.1746148666666665,3.1607085666666666,3.2560722500000003,3.2155065333333335,3.1871050166666666,3.174428183333333,3.2378852833333336,3.2182501,3.1790018833333336,3.1476039666666664,3.2334730833333336,3.1979108999999997,3.1742605000000004,3.1720203666666666,3.2371619666666667,3.2121370500000004
05-04 12:00,3.2416040166666664,3.3258037666666667,3.2827357166666666,3.2773929,3.2702546666666668,3.3341255333333333,3.326707116666667,3.2785124,3.2553706,3.338119583333333,3.2897170166666667,3.2669892833333334,3.2483476833333333,3.3016278333333333,3.2940736999999998,3.2603604833333337,3.2504321,3.339289383333333,3.2987050166666667,3.2750894500000003,3.26375275,3.319053166666667,3.3038295666666664,3.264662133333333,3.2361871,3.3162976166666667,3.2799536333333332,3.2605957166666664,3.2607119,3.3169234,3.296792883333333
05-05 12:00,3.32512835,3.4003291499999997,3.3587797499999996,3.357813833333333,3.3506099666666667,3.4087586666666665,3.4043018666666667,3.3558565666666667,3.3375821,3.412202716666667,3.364571616666667,3.3468922666666665,3.3284161833333332,3.3750202666666667,3.37087425,3.336600783333333,3.3311847666666665,3.4128597666666667,3.372605966666667,3.3539648833333335,3.343445066666667,3.3911091166666667,3.3800597999999997,3.3407126333333332,3.3158044166666665,3.38954915,3.3525871,3.33791595,3.3397482666666667,3.3875018000000003,3.3721956166666667
05-06 12:00,3.399435416666667,3.465186166666667,3.4256686000000003,3.4288007166666667,3.421364533333333,3.4742441166666667,3.472276416666667,3.4237899166666663,3.4106767999999996,3.4765615166666666,3.4302096,3.4174610000000003,3.3988233833333337,3.4393073000000003,3.4381231333333333,3.4033415833333334,3.40285995,3.4767154666666666,3.4372019333333332,3.42359895,3.4134562666666666,3.4540145666666664,3.4468251,3.407137966666667,3.3863740000000004,3.4531362166666666,3.4158109,3.406107216666667,3.4090613,3.448879783333333,3.4382232333333334
05-07 12:00,3.464387416666667,3.520365083333333,3.4833792333333333,3.4902298333333333,3.4825295333333335,3.5304984333333334,3.5305386666666667,3.4823407833333335,3.4745304666666663,3.5311699,3.486628883333333,3.4785603166666665,3.4595694166666666,3.4944245666666665,3.495718166666667,3.4606122666666668,3.4653482833333333,3.5308104333333334,3.4924991666666667,3.48386065,3.4737647166666665,3.5077328833333334,3.5040189500000003,3.4639526166666665,3.4478090333333333,3.5069867,3.4696426833333334,3.4650502333333337,3.4686128833333334,3.5010448166666666,3.4947597999999997
05-08 12:00,3.519857266666667,3.5658727833333335,3.5318928166666668,3.5419923166666667,3.5341385333333335,3.5774450333333334,3.579013766666667,3.5315504333333334,3.5290234,3.576021783333333,3.5338347333333333,3.5300664999999998,3.51067835,3.5403112833333332,3.5435719833333335,3.5084605,3.5185426166666667,3.5751194333333336,3.5385152666666664,3.53462675,3.52437305,3.5522304166666667,3.551546166666667,3.5111979,3.500022383333333,3.55104815,3.51411565,3.51462605,3.5183919833333333,3.54398925,3.5416983833333333
05-09 12:00,3.5657341333333337,3.6017307333333335,3.5711921166666665,3.5839983166666665,3.5762413,3.61501675,3.617647316666667,3.5714662833333337,3.574045866666667,3.61112945,3.57183615,3.5718726833333334,3.55219315,3.576912483333333,3.5816153,3.5469452,3.5623432833333335,3.609637016666667,3.5752756,3.5757876166666667,3.5653047166666667,3.58747715,3.5893257833333334,3.5489361333333336,3.54293095,3.5852885333333333,3.5492744333333333,3.5547223833333335,3.5584111333333337,3.5777097333333336,3.57894465
05-10 12:00,3.601927633333333,3.6279740499999997,3.6012590166666665,3.6161809000000003,3.6088970166666665,3.6431573333333334,3.646409,3.6021352666666666,3.6095026833333335,3.636522483333333,3.6006419,3.6038938000000003,3.5841705,3.6041803000000003,3.609801366666667,3.5761291833333333,3.5966626666666666,3.6343775666666667,3.6028089166666666,3.6072526000000003,3.5966002833333333,3.6134470833333334,3.6172951833333333,3.5772424833333334,3.576460066666667,3.6096972666666667,3.5751700833333335,3.5852394166666666,3.5887026333333334,3.6022057166666666,3.6064212333333336
05-11 12:00,3.6283711000000003,3.6446513166666668,3.6220722,3.6384997833333332,3.6321686166666667,3.6618220666666668,3.6652960333333335,3.62359865,3.635317016666667,3.6522476333333334,3.62025665,3.6260712500000003,3.6066760666666666,3.6220746166666666,3.62811,3.59607235,3.6214289166666664,3.6493754666666667,3.6211427,3.628953983333333,3.61831395,3.6301179833333332,3.6354142333333335,3.5961967833333333,3.600547016666667,3.62428675,3.5918548333333336,3.6060950333333333,3.609315233333333,3.617477866666667,3.624072316666667
05-12 12:00,3.6450239,3.6518253166666668,3.633605983333333,3.650944416666667,3.646118266666667,3.670977366666667,3.67433595,3.6358888833333336,3.6514334,3.6583691333333332,3.630677833333333,3.6383767833333334,3.6197808666666664,3.6305630166666663,3.63655135,3.6068271333333333,3.6365883333333335,3.6546859333333335,3.630299133333333,3.6408506,3.6305112,3.6374708833333336,3.6436693333333334,3.6058763333333332,3.6151432666666663,3.6290943166666665,3.5993769166666665,3.617229066666667,3.6203117333333332,3.623525966666667,3.6318683833333334
05-13 12:00,3.651873,3.649573433333333,3.635831216666667,3.6535358000000002,3.6508059333333334,3.6706004500000002,3.6735886833333335,3.6390290666666667,3.6578195,3.6549694333333336,3.6318949,3.6408151833333333,3.6235589666666663,3.6296209333333334,3.6351685,3.6084367166666667,3.6421068333333335,3.6503857,3.630292,3.642930733333333,3.6332669,3.6354900999999997,3.6420770666666664,3.606351816666667,3.6202157,3.62418375,3.5977769166666667,3.6186074666666666,3.6217677333333334,3.6203477833333335,3.6298099500000003
05-14 12:00,3.6489330333333334,3.637987883333333,3.6287180500000003,3.6463270666666667,3.6462893333333333,3.6606791999999997,3.6631470833333335,3.633034133333333,3.6544673666666667,3.64214935,3.6238903833333334,3.6334250166666666,3.6180868,3.6192317,3.6240384999999997,3.60093555,3.6379702,3.63657335,3.6211262333333334,3.635213766666667,3.6266646833333334,3.624163783333333,3.630686416666667,3.5976860166666667,3.615746866666667,3.6096464000000004,3.5870859333333334,3.6102254166666667,3.6137710166666666,3.607938916666667,3.61793065
05-15 12:00,3.6362453,3.6171747,3.61224065,3.629402466666667,3.6326252,3.6412122666666664,3.6431357666666666,3.617914466666667,3.6413934333333335,3.620027116666667,3.6066438666666665,3.6162774833333335,3.6034431,3.5993875666666666,3.6032719833333333,3.5843518666666667,3.624184233333333,3.613368616666667,3.6027998833333332,3.6177501333333333,3.6107967000000003,3.6034853833333336,3.609580333333333,3.57993515,3.601734716666667,3.5856012,3.5673260833333336,3.5921089666666663,3.5964218666666667,3.5862942166666665,3.59629855
05-16 12:00,3.613875683333333,3.5872516666666665,3.5863823333333333,3.6028746,3.6098712666666666,3.612210933333333,3.613706966666667,3.5936799166666664,3.6186380666666667,3.5887361666666666,3.5801374,3.5894734666666666,3.5797098999999997,3.570091533333333,3.573010416666667,3.55871165,3.6007744833333333,3.5809104333333335,3.57530845,3.590619666666667,3.5857636499999996,3.5734562000000003,3.5788751666666667,3.5531512666666667,3.5781923333333334,3.5521930999999998,3.538513666666667,3.5643146999999997,3.5698333,3.5554107166666666,3.565016
05-17 12:00,3.5819125499999998,3.5483452499999997,3.5511409499999997,3.5668806166666664,3.5780882833333334,3.57370165,3.575033866666667,3.5603449333333335,3.586264816666667,3.5484218,3.5443614833333332,3.5531395666666667,3.5469731166666665,3.531360266666667,3.53342145,3.5240431666666665,3.5677862499999997,3.539353466666667,3.5386512,3.5539283999999998,3.5516745166666666,3.534088533333333,3.5387185333333333,3.5173859333333337,3.5451478166666663,3.509589083333333,3.500663566666667,3.5269279,3.5341308,3.515291716666667,3.524217333333333
